_id,sentence,target,aspect,score,type
15378,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",QCOR,Stock/Price Action/Bearish,-0.169,post
15380,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,WMT,Stock/Technical Analysis,0.574,post
15384,Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,RA,Corporate/M&A/M&A,0.396,post
15392,$AAPL 620 resistance area,AAPL,Stock/Technical Analysis,-0.025,post
15400,what is up with $HK..... from Jan to now it's been a sinking ship...,HK,Stock/Price Action/Bearish,-0.573,post
15405,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",WGO,Corporate/M&A,0.076,post
15410,I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,AAPL,Stock/Options,0.579,post
15414,"$AAPL bounce right now has no vol, more vol when it slid",AAPL,Stock/Price Action,0.19,post
15421,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",LULU,Stock/Technical Analysis,0.351,post
15422,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NIHD,Stock/Technical Analysis,-0.202,post
15429,$AAPL long 630.91,AAPL,Stock/Price Action/Bullish/Bull Position,0.512,post
15437,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",AAPL,Stock/Signal/Sell Signal,-0.445,post
15439,$KCG bot at 2.24,KCG,Stock/Price Action/Bullish/Bull Position,0.384,post
15448,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,HZNP,Stock/Price Action/Bearish/Bearish Behavior,-0.274,post
15450,pretty steady accumulation off support today.  Purdy. $AGU,AGU,Stock/Price Action,0.464,post
15452,Out of shorts $ALTR at 38.85 with loss,ALTR,Stock/Price Action/Bullish/Bullish Behavior,0.372,post
15462,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",GMCR,Stock/Price Action/Bearish,-0.51,post
15464,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,EBAY,Stock/Technical Analysis/Breakout,0.452,post
15470,"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",SDS,Stock/Price Action/Bullish/Bullish Behavior,0.41,post
15479,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",AAPL,Stock/Coverage/AnalystRatings/Downgrade,-0.325,post
15480,$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,AAPL,Stock/Options/Unusual Call Activity,0.553,post
15482,"Went long on this $COG, will see 70's again me thinks",COG,Stock/Price Action/Bullish/Bull Position,0.574,post
15505,$AAPL nibbling on a small long via 525.. buying off 13min charts..,AAPL,Stock/Price Action/Bullish,0.509,post
15508,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,AAPL,Stock/Price Action/Bullish,0.47,post
15516,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",WAC,Stock/Price Action/Bullish/Bullish Behavior,0.495,post
15518,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,SOX,Stock/Price Action/Bullish,0.308,post
15520,$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,BONE,Stock/Price Action/Bullish,0.432,post
15525,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,SONC,Stock/Price Action/Bullish,0.492,post
15531,$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,LEE,Corporate/Financial/Bankruptcy/Exisiting bankruptcy,0.298,post
15533,$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,RCON,Stock/Price Action/Bullish,0.254,post
15537,$KITD Looking for a oversold bounce.,KITD,Stock/Price Action/Current Price/Oversold,0.436,post
15543,$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,PPG,Stock/Technical Analysis,0.201,post
15549,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,NSM,Stock/Technical Analysis,0.605,post
15554,$aapl.  Test the high today and probably go beyond after hours...,AAPL,Stock/Technical Analysis,0.505,post
15557,Long $PCLN,PCLN,Stock/Price Action/Bullish/Bull Position,0.663,post
15567,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",HLF,Stock/Price Action/Volatility/Short Selling,-0.334,post
15576,Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,MCD,Stock/Technical Analysis,-0.474,post
15580,$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,MFLX,Stock/Price Action/Bullish/Bullish Behavior,-0.412,post
15582,RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,ARNA,Corporate/Rumors,-0.02,post
15585,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,AAPL,Stock/Price Action/Bullish/Bull Position,0.346,post
15588,$DMND green and moving,DMND,Stock/Price Action/Bullish,0.477,post
15596,$MTD (Mettler-Toledo) ready for a breakout,MTD,Stock/Technical Analysis/Breakout,0.428,post
15605,$ACAD under $2 today?,ACAD,Stock/Price Action/Bearish/Bearish Behavior,-0.164,post
15607,$amzn breaking,AMZN,Stock/Price Action,0.251,post
15609,$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,ZNGA,Corporate/Legal,-0.284,post
15610,"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",KGC,Stock/Price Action/Current Price/Oversold,0.303,post
15612,RT @bman1 $LNG looks primed also $EGHT poised to run too...,LNG,Stock/Price Action/Bullish,0.381,post
15614,$AAPL broke descending channel....will it hold?,AAPL,Stock/Technical Analysis,-0.07,post
15621,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,JNK,Stock/Price Action/Bullish/Bullish Behavior,0.272,post
15624,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",PNC,Corporate/Dividend Policy,0.316,post
15630,$AMD big dumping... would not touch it for a while,AMD,Stock/Price Action/Bearish/Bearish Behavior,-0.699,post
15633,$GNRC finding support at its 10-day line so far.,GNRC,Stock/Price Action/Bullish/Bullish Behavior,0.256,post
15646,"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",BSX,Stock/Price Action/Bullish,0.664,post
15647,"$QCOR Just added 3,000 shares @28.",QCOR,Stock/Price Action/Bullish/Bull Position,0.73,post
15648,"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",QQQ,Stock/Price Action,-0.146,post
15649,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.36,post
15650,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",ICOA,Corporate/M&A/M&A,0.451,post
15676,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,AMZN,Corporate/Sales,0.434,post
15691,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,VVUS,Stock/Price Action/Bullish/Bullish Behavior,0.609,post
15693,$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,ISR,Stock/Price Action/Bullish/Bullish Behavior,0.612,post
15697,$FB Nice buyable intraday dip right here,FB,Stock/Price Action/Bullish,0.492,post
15712,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,LSCC,Stock/Price Action/Volume/Unusual high volume,0.497,post
15716,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,SAVE,Stock/Price Action/Bullish,0.546,post
15719,$GOOG resistance turned support?  It,GOOG,Stock/Technical Analysis,0.34,post
15720,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,CRM,Stock/Price Action/Bullish/Bullish Behavior,0.519,post
15726,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,V,Stock/Options,0.635,post
15729,$AAPL I am big OUT from this. seems its falling towards 530.. :(,AAPL,Stock/Price Action/Bearish,-0.639,post
15730,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,PKT,Stock/Price Action/Bullish/Bullish Behavior,0.592,post
15732,$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,NFLX,Stock/Price Action,0.231,post
15749,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,UUP,Stock/Price Action/Bullish/Bullish Behavior,0.171,post
15751,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,VXX,Market/Volatilit,-0.223,post
15753,$brcm raises revenue forecast,BRCM,Corporate/Financial/Financial Results/Earnings/Company Guidance,0.367,post
15754,$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,BBRY,Stock/Price Action/Bullish,0.395,post
15755,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,ASTX,Stock/Technical Analysis,0.516,post
15758,$EDU bouncing nicely after add-on (posted),EDU,Stock/Price Action/Bullish/Bullish Behavior,0.437,post
15763,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,YHOO,Stock/Technical Analysis,0.389,post
15767,BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,KO,Stock/Technical Analysis,0.551,post
15769,$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,SPY,Stock/Price Action/Bullish/Bullish Behavior,0.529,post
15775,"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",JE,Stock/Price Action/Bullish/Bullish Behavior,0.391,post
15777,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,XLB,Stock/Price Action,-0.458,post
15778,"$TYC just about to break out to new highs, lots of technicals looking great right now.",TYC,Stock/Price Action/Bullish,0.602,post
15779,"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",AAPL,Stock/Technical Analysis,0.128,post
15783,"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",SPY,Stock/Price Action/Bullish/Bullish Behavior,0.297,post
15784,$SPY wouldn't be surprised to see a green close,SPY,Stock/Price Action/Bullish,0.416,post
15797,@Vegastrader66 Looks like good entry for $QIHU here.,QIHU,Stock/Signal/Buy Signal,0.453,post
15810,$INO back in this am small post,INO,Stock/Price Action/Bullish/Bull Position,0.554,post
15812,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",BBRY,Stock/Technical Analysis,0.394,post
15817,$LINE biggies must be loading up here at lows..,LINE,Stock/Price Action/Bullish/Bullish Behavior,0.438,post
15824,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,GS,Stock/Price Action/Bearish/Bearish Behavior,-0.398,post
15826,Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,FB,Stock/Technical Analysis,-0.042,post
15843,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",YNDX,Stock/Price Action/Bullish,0.531,post
15844,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",SHOR,Stock/Technical Analysis,0.661,post
15848,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,AAPL,Corporate/Reputation,0.295,post
15852,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,EA,Corporate/Strategy/New Product,0.121,post
15863,$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,ETN,Stock/Coverage/AnalystRatings/Upgrade,0.685,post
15874,"$AAPL double bottom could be in, keep in mind",AAPL,Stock/Price Action/Bullish/Bullish Behavior,0.271,post
15879,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,AAPL,Corporate/Financial/Financial Results/Earnings/Earnings miss,-0.363,post
15881,"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",AMRN,Stock/Options/Strategies/Bull Call Spread,0.681,post
15888,$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,FB,Stock/Price Action/Bullish/Bullish Behavior,0.319,post
15892,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,UNXL,Stock/Technical Analysis/Breakout,0.478,post
15894,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",TSLA,Corporate/Sales,0.526,post
15901,"Long Position on $GOL,...Updating http://stks.co/fdmm",GOL,Stock/Price Action/Bullish/Bull Position,0.674,post
15905,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,SMH,Stock/Signal/Sell Signal,-0.538,post
15908,$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,OSUR,Stock/Signal/Buy Signal,0.552,post
15918,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,SPY,Stock/Technical Analysis,-0.287,post
15921,$NFLX +3% of the lows,NFLX,Stock/Price Action/Bullish/Bullish Behavior,0.323,post
15926,$SBUX getting sold here.,SBUX,Stock/Price Action/Bearish/Bearish Behavior,-0.551,post
15936,$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,PG,Corporate/Strategy/Business Model,0.116,post
15938,$RIMM $spx $nya $compq $djia all going down,SPX,Stock/Price Action/Bearish,-0.559,post
15939,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",ZNGA,Stock/Price Action/Bullish,0.366,post
15957,$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,OCN,Stock/Price Action/Bullish/Bull Position,0.421,post
15962,$BBRY hearing rumours of a major joint venture announcement.,BBRY,Corporate/Rumors,0.427,post
15980,$AAPL Good time to buy. Will the run come before earnings or after?,AAPL,Stock/Price Action/Bullish,0.533,post
16004,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",QIHU,Stock/Price Action/Volatility/Short Selling,-0.494,post
16005,$UVXY Put the chum out there at key support then next level down - careful,UVXY,Stock/Price Action/Bearish,-0.32,post
16006,Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,LMT,Stock/Price Action/Bullish/Bull Position,0.627,post
16010,@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,GLD,Stock/Technical Analysis,0.272,post
16011,"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",NFLX,Stock/Technical Analysis,-0.341,post
16012,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,SPY,Stock/Price Action/Bearish,-0.454,post
16014,"$SLV -4.44% at 18 now AWFUL, down from 42.50",SLV,Stock/Price Action/Bearish,-0.591,post
16015,$SPY c'mon bulls buy DIPS!,SPY,Stock/Price Action/Bullish,0.228,post
16019,@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,SPY,Stock/Technical Analysis,-0.443,post
16026,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,DXCM,Stock/Price Action/Bullish/Bullish Behaviour,0.478,post
16028,"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",QQQ,Stock/Price Action,-0.455,post
16031,$CRUS Upgraded to a buy by Alpha Street Research,CRUS,Stock/Coverage/AnalystRatings/Upgrade,0.715,post
16039,"$NFLX small pos, short 180 wkly puts.",NFLX,Stock/Options/Strategies/Bear Put Spread,-0.597,post
16040,$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,TSLA,Stock/Price Action/Bearish,-0.477,post
16044,$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,FB,Stock/Price Action/Bullish,0.645,post
16048,$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,LULU,Corporate/Sales,-0.43,post
16054,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,BBRY,Corporate/Strategy/New Product,0.284,post
16058,$NUGT longer term bullish,NUGT,Stock/Price Action/Bullish,0.814,post
16059,"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",QCOR,Corporate/Dividend Policy,0.576,post
16061,$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,PAY,Stock/Price Action,0.093,post
16066,$SPY  still wants higher I think.,SPY,Stock/Price Action/Bullish,0.448,post
16079,$BBRY lets see 14+ today,BBRY,Stock/Price Action/Future Price/Direction,0.302,post
16083,$DCTH Near HOD,DCTH,Stock/Price Action/Bullish/Bullish Behavior,0.366,post
16084,$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,MSFT,Corporate/Sales,0.454,post
16085,$GTE LONG at 7.44,GTE,Stock/Price Action/Bullish/Bull Position,0.732,post
16089,$DARA breaking out,DARA,Stock/Price Action/Bullish,0.427,post
16094,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,TSLA,Stock/Price Action/Bullish,0.346,post
16100,"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",CNP,Stock/Price Action/Volatility/Short Selling,0.155,post
16102,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,BBRY,Corporate/Financial/Financial Results/Earnings,-0.238,post
16103,$BBRY nice bounce,BBRY,Stock/Price Action/Bullish,0.296,post
16108,"$DNN picked some up, like this going into 2014",DNN,Stock/Price Action/Bullish/Bull Position,0.653,post
16110,$NUGT Gold above 1400...wow,NUGT,Stock/Price Action/Bullish,0.424,post
16111,$BBRY Ready for Take OFF!,BBRY,Stock/Price Action/Bullish,0.472,post
16112,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,VOLC,Stock/Price Action/Bullish,0.72,post
16121,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",YOKU,Stock/Price Action/Bullish/Bullish Behavior,0.565,post
16132,$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,AAPL,Stock/Technical Analysis/Breakout,0.123,post
16133,$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,SPY,Stock/Price Action/Bullish/Bullish Behavior,-0.35,post
16141,"Long Position on $IP,....Scaling UP http://stks.co/sIln",IP,Stock/Price Action/Bullish/Bull Position,0.662,post
16142,$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,FB,Stock/Price Action/Bearish/Bearish Behavior,-0.215,post
16144,The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,BA,Stock/Price Action/Bearish/Bear Position,-0.493,post
16154,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",TXRH,Corporate/Financial/Financial Results/Earnings,0.365,post
16156,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",AAPL,Stock/Price Action/Bearish/Bearish Behavior,-0.303,post
16160,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,NOK,Stock/Price Action/Bullish/Bullish Behavior,0.404,post
16161,$AMCN pushing highs,AMCN,Stock/Price Action/Bullish/Bullish Behavior,0.543,post
16163,@pierrules: $SIRI LONG!!,SIRI,Stock/Price Action/Bullish/Bull Position,0.759,post
16164,$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,FB,Stock/Price Action/Bullish/Bullish Behavior,0.442,post
16166,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,AMRN,Stock/Price Action,-0.54,post
16176,"$CNDO 21% short float, shorts likely to take profits into close",CNDO,Stock/Price Action/Current Price/Oversold,-0.327,post
16177,$RNN staying above the open a very good sign!!!,RNN,Stock/Price Action/Bullish/Bullish Behavior,0.551,post
16178,Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,XLF,Stock/Price Action,0.394,post
16190,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),CAT,Stock/Price Action/Bearish/Bearish Behavior,-0.337,post
16200,$PRGN A bottom right here?,PRGN,Stock/Price Action,0.041,post
16202,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",SPY,Stock/Price Action,-0.148,post
16203,"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",P,Stock/Price Action/Bullish,0.335,post
16204,$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,AAPL,Stock/Price Action,0.124,post
16213,$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,V,Stock/Technical Analysis,-0.326,post
16215,$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,AMZN,Corporate/Financial/Accounting/Cash Flow,-0.009,post
16217,"$RNN day traders flushed out, it should start going up slowly from now on .",RNN,Stock/Price Action/Bullish,0.411,post
16220,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,IWM,Stock/Technical Analysis,-0.382,post
16223,$YELP This goes green and so many shorts are toast!,YELP,Stock/Price Action/Bullish,0.463,post
16224,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,MU,Stock/Technical Analysis,-0.046,post
16227,$AMRN Got sell signal 7/1/14 still in force with target below 1.50,AMRN,Stock/Signal/Sell Signal,-0.431,post
16228,"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",SLV,Stock/Price Action/Bearish/Bearish Behavior,-0.631,post
16238,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,WMB,Stock/Coverage/AnalystRatings,0.566,post
16239,$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,LOCO,Stock/Technical Analysis,0.485,post
16270,"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",RIG,Corporate/Dividend Policy,-0.023,post
16271,$AAPL Nice RSI 33 bounce at 9:58,AAPL,Stock/Technical Analysis,0.291,post
16284,"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",AXDX,Stock/Price Action/Bearish,-0.334,post
16287,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,NFLX,Stock/Price Action/Bullish,0.577,post
16298,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,IWM,Stock/Price Action/Bearish,-0.262,post
16306,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,INO,Stock/Price Action/Bearish,-0.169,post
16309,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",MAT,Stock/Options/Unusual Put Activity,-0.576,post
16311,$FTI Breakout today after reporting earnings last night,FTI,Stock/Technical Analysis/Breakout,0.554,post
16321,"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",KO,Corporate/Financial/Financial Results/Earnings/Earnings Beat,0.338,post
16337,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,COH,Stock/Signal/Buy Signal,0.527,post
16344,$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,TWTR,Stock/Price Action,-0.055,post
16347,$RAD All my charts are flashing oversold.,RAD,Stock/Price Action/Current Price/Oversold,-0.011,post
16363,$RSOL bought 3500 shares today!,RSOL,Stock/Price Action/Bullish/Bull Position,0.738,post
16364,$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,ARIA,Stock/Price Action/Bullish/Bullish Behaviour,0.484,post
16373,$CAMT Looks like might break down. I'm out,CAMT,Stock/Price Action/Bearish/Bearish Behaviour,-0.516,post
16395,$ATHN Seems like a good short setup. Stop above the 50 day. No position.,ATHN,Stock/Price Action/Volatility/Short Selling,-0.338,post
16396,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,KIOR,Market/Market,-0.302,post
16398,$AAPL  downgrade is bias. This stock is a buy.,AAPL,Stock/Price Action/Bullish,0.498,post
16399,LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,LNKD,Corporate/Financial/Financial Results/Earnings,0.423,post
16403,$PLUG bear raid,PLUG,Stock/Price Action/Bearish,-0.48,post
16405,$GPRO down 25% since Tue morning.,GPRO,Stock/Price Action/Bearish,-0.527,post
16417,$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,ROST,Stock/Coverage/AnalystRatings/Upgrade,0.565,post
16433,$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,ARIA,Stock/Price Action/Bullish/Bullish Behavior,0.383,post
16435,"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",TSLA,Stock/Technical Analysis,0.362,post
16438,$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,RAD,Corporate/Sales/Sales,0.401,post
16440,$GTAT Will re-enter short on bounce...,GTAT,Stock/Price Action/Bearish,-0.46,post
16450,$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,TROW,Stock/Technical Analysis,0.544,post
16464,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,AEGN,Stock/Signal/Buy Signal,0.569,post
16465,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,INO,Stock/Price Action/Volatility/Selling Pressure,-0.507,post
16468,$RNN More bleeding Monday.,RNN,Stock/Price Action/Bearish,-0.465,post
16476,$PLUG Closed short position. Small gain. Not interested in options expiring worthless,PLUG,Stock/Price Action/Volatility/Short Selling,0.143,post
16477,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,UBNT,Stock/Price Action,0.071,post
16483,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,TWTR,Stock/Price Action/Bearish/Bearish Behaviour,-0.264,post
16491,$MXWL Oh snap. Just went long again. LT,MXWL,Stock/Price Action/Bullish/Bull Position,0.691,post
16493,$HRL ready to pop! http://stks.co/s0Ny4,HRL,Stock/Price Action/Bullish,0.336,post
