Text,Sentiment
"Dear 
@JonPorty
,
2 years ago, you claimed that #Tesla's ""work on ventilators is progressing"".
You helped generate enormous positive PR for Elon Musk.
Why haven't you followed up on #PhonyStark's progress since then? $TSLA $TSLAQ",-1
"#Premarket Top % Gainers:

$IDRA $BRDS $MITQ $AUVI
$ONON $PPSI $SE $JMIA
$CWEB $YINN $NU $PARA",1
"Only 16 more days until the shareholders meeting. If you're not a #GME holder, it's not too late to join our world!
#GameStop $gme
",1
"*SAUDI ARAMCO SURPASSES APPLE AS WORLD'S MOST VALUABLE COMPANY

🇸🇦 🇺🇸 $AAPL",-1
"When the smoke clears, the same problem for investors will remain - what is the best investment alternative?
Passbook savings / CDs? No
Bonds? Ummm, I don’t think so
Real Estate? Not for the long-term.
In the end, it will be $AAPL $GOOGL $AMZN along with high-divs like $IRM",1
"What do you think about the Semiconductor sector? 

There seems to be a lot of great stocks trading at a low valuation.

For example 👇

$SWKS $QCOM $MU",1
$HLF - Herbalife Nutrition downgraded to ‘Hold’ as post-pandemic reality sets in,-1
"Amazon's stock price has slumped almost 34% this year. This money manager says it's a steal and could surge 76% to $3,900 in 2 years 
$AMZN",1
"🚨JACKED alert: #GameStop is hiring a 3D Designer for their NFT Marketplace team to ""work with top brands in designing NFTs to drop on our marketplace."" #GME $GME
",1
Who else received their $ABBV dividend payment today. 💰🙋‍♂️,1
"Right! 🤔 I can’t be the sole outlier who looks at & assesses the entire $TSLA #FraudMusk situation based on legit personal experience as a former employee, but as an objective investigator who has been a legit $TSLA employee & $TSLA #Whistleblower, can I NOT tell the truth? No🤷‍♂️",-1
Walmart $WMT is currently on pace for its worst trading day since 1987,-1
"$JMIA

Revenue is rising but there remains a loss and negative EPS

Still 12% up. 6.21 now

Orders increased by 40% year-over-year

GMV increased by 27% year-over-year

Revenue increased by 44% year-over-year",1
"Dear 
@tjhuddle
,
2 years ago, you reported that #Tesla was building ventilators for dying #COVID patients.
This was a huge PR coup for Tesla.
Are you going to now follow up & find out how many #PhonyStark's company's actually built?
$TSLA $TSLAQ (Hint: 0)",-1
Here it comes back - $NIO,1
"Elon Musk is poor. 

Has a bunch of overvalued $TSLA pumped w/ government subsidies and some Ponzi #Bitcoin to sell though.
",-1
"I think the fintech business (SeaMoney) of $SE will be a significant growth driver over the next # of yrs. Their markets are underbanked and should be a focus for $SE mgmt. Forrest Li is no dummy.

This is similar to why my conviction in $MELI is very high. Great execution.",1
"Good morning, #Degens 🤣😂 I love the smell of hedgie tears in the morning! #AMC $GME #APESNOTLEAVING
",1
"$TSLA stops taking orders outside North America for their #cybertruck.

They have enough orders for 3 years 👀 #Tesla #twitter",1
"My Top 5 ETF Investments 👇

$VTI ~ Total Stock Market
$SCHD ~ Dividend Equity 
$VYM ~ High Dividend Yield
$JEPI ~ Premium Income
$METV ~ The Metaverse",1
"$HD
 
 this is my favorite company. I shop here like once a week minimum. I buy more stock every time I Visit a store",1
"Took my $SOFI cash and spread it into dividend positions. Below I bought:

- $MSFT 2 shares
- $SBUX 8 shares
- $O 9 shares

Today I added $47.28 to my annual dividend income.

#Dividends #DRIP",1
Long term $JMIA holders will be rewarded,1
"Can't wait for the launch of these in the weeks to come🤩

#WorldMobile #StrongerConnected $WMT",1
"Big Oil ETF $NRGU is up $150 in only 2 trading days! NRGU holds the TOP 10 #oil companies $xom $cvx $vlo $mro $pde $psx $shel $cop $oxy $eog 

What are you waiting for!😎💸",1
$JMIA  🥳 Congrats Bulls 💪,1
$AUVI Singlepoint is also in the air purification business and crazy cheap… just sayin lol 😆 $SING,1
$DOGE.X up over 23% on the day 🤫,1
"$PPSI - Pioneer Power GAAP EPS of -$0.08 misses by $0.01, revenue of $6.04M misses by $1.62M",-1
"At first glance $SE numbers look good 👍 

Market looks like it might want to have a decent day as well 😊

Y’all have a great day and I’ll see y’all after the close. 

❤️🦜",1
"Painful holdings for me since November:

$CRM
$FB
$AMZN
$DIS",-1
$XOM The big swinging dick in the room,1
"Blackrock is a supervillain. They buy up suburbs & turn them into rentals making it near impossible for a normal person to compete in the home buying market. Now $BLK maliciously colluded with Citadel to wipe out $UST & $LUNA, extorting millions of retail crypto traders.",-1
"Trimmed my $SE again today on this great rally, and with the money I bought more $TEAM at $172.24 (no, I still have no idea what this company does :))",1
The case for Piedmont Lithium $PLL and why $GM will go bankrupt again https://simonschase.co/piedmont-lithium/,-1
$AUVI momentum continuing. Price up another 4.69 % since last mention. First mentioned at 08:05 AM ET. Now trading at $1.34. #AUVI #premarketscan,1
"Awesome move in $ABNB today

Sentiment turning aggressively bullish 👀",1
"This is the perfect summary of Elon’s man-child behavior during this acquisition.

You can’t claim that you’re buying Twitter to fix the bot problem & then pull out of the deal because it has a bot problem.

Elon is a conman, plain & simple. This “deal” was to sell $TSLA shares.",-1
"Early Gainer Run = $SUNW = Like if Bullish !

#StockMarket #stockstowatch #401k",1
"Think I have a problem.
Bought more $BABA at $82.55.",1
I added to all of these positions again today. Also added a small initial position in $IRM which i will grow over time..this company provides document management services and security services for 98% of fortune 1000 companies. That's an astonishing statistic.,1
"He is trying to find imaginary faults to get a lower price.  He screwed up many investors waiting for $54.20. $TSLA. 
 $TWTR  should hold him to his original offer.  If they do get a break up fee, they should distribute it to share holders.",-1
"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla

#tsla    #wallstreetbets  #stocks",1
"And, what do u say about stock price of $AMZN now? What are u going to do about it? It is a mess. The whole situation.",-1
"Happy Hump Day. Markets were green today (for the most part.) Here's what's up:

❄️ $SNOW melted (-22%)
🌠 Chamath's star-studded SPACs continue their fall
📈 Earnings from $CHPT, $OKTA, $SPLK, and $AI
+ more

Rip it!",-1
"$RBLX Roblox Corp gifts a nice 20% win from the Channel Break, hitting the VAH now, all levels provided at 6.30am, while others sleep we plan.",1
🟢 SE Stock Pops 12% After Sea Beats Q1 Revenue Estimates https://investorplace.com/2022/05/se-stock-pops-12-after-sea-beats-q1-revenue-estimates/ $SE,1
"We have lot more developments to do with $TSLA  
@elonmusk
   
 opening a new Giga factory in India , Introduce  new economy model Model 2 a compact version like hatchback will take Marketcap of $TSLA to $5Trillions. You can build your own platform once you become  new Trillionaire",1
"It may not seem like it now, but when multiples eventually expand again and the macro environment becomes more clear, I believe the following will be among the young leaders in the next bull run:

$ABNB $SNOW $DDOG $CRWD $COIN",1
Still can’t believe $ABNB released a “categories” tab and called it their biggest change in a decade,-1
$NVDA beautifully bullish,1
"$IDRA +58% 
""According to topline data, SLN-positivity rates stood at 70% lower for patients who received tilsotolimod, compared to those in the placebo arm""",1
"Replying to 
@NewsoftheMarket
check out $IDRA $AUVI $SRRK $SUNL and $JMIA
they were on the #news today and they look good for #DayTrading",1
"I’ve noticed a clear trend the past year: FB newsfeed littered with marketing videos for scammy products, like a virtual QVC. $FB often cited as a quality firm. But how much of their ad revenue is solid? The product experience is awful. Smells more like a $ZM than a $MSFT? ",-1
Don’t sleep on $F!,1
